,document,sentence,label
74,out\1344.json,"This means you and your colleagues may be working in different locations, such as from home, another BAE Systems office or client site, some or all of the time, and work might be going on at different times of the day",0
75,out\1344.json,"By embracing technology, we can interact, collaborate and create together, even when we're working remotely from one another",0
76,out\1344.json,"Hybrid Working allows for increased flexibility in when and where we work, helping us to balance our work and personal life more effectively, and enhance well-being",0
77,out\1344.json,Diversity and inclusion are integral to the success of BAE Systems Digital Intelligence,0
78,out\1344.json,"We are proud to have an organisational culture where employees with varying perspectives, skills, life experiences and backgrounds - the best and brightest minds - can work together to achieve excellence and realise individual and organisational potential",0
79,out\1344.json,Division overview: Capabilities,0
80,out\1344.json,"At BAE Systems Digital Intelligence, we pride ourselves in being a leader in the cyber defence industry, and Capabilities is the engine that keeps the business moving forward",0
81,out\1344.json,"It is the largest area of Digital Intelligence, containing our Engineering, Consulting and Project Management teams that design and implement the defence solutions and digital transformation projects that make us a globally recognised brand in both the public and private sector",0
82,out\1344.json,"As a member of the Capabilities team, you will be creating and managing the solutions that earn us our place in an ever changing digital world",0
83,out\1344.json,"We all have a role to play in defending our clients, and this is yours",0
84,out\1344.json,Company,0
85,out\1344.json,"BAE Systems Digital Intelligence is home to 4,800 digital, cyber and intelligence experts",0
86,out\1344.json,"We work collaboratively across 16 countries to collect, connect and understand complex data, so that governments, nation states, armed forces and commercial businesses can unlock digital advantage in the most demanding environments",0
87,out\1344.json,"Launched in 2022, Digital Intelligence is part of BAE Systems, and has a rich heritage in helping to defend nations and businesses around the world from advanced threats",0
88,out\1344.json,Find Us,0
89,out\1344.json,Location,0
90,out\1344.json,"Guildford, Surrey",0
91,out\1344.json,GB,0
0,out\1345.json,NET Developer - Fintech Start-Up - Manchester,0
1,out\1345.json,(Tech stack:,0
2,out\1345.json,"NET Developer,",0
3,out\1345.json,"NET 7, ASP",0
4,out\1345.json,"NET, C#, React, Angular 14, Microservices, Vue",0
5,out\1345.json,"js, TypeScript, Azure, Web API 2, Agile, SQL Server 2022, Programmer, Full Stack Engineer, Architect,",0
6,out\1345.json,NET Developer),0
7,out\1345.json,We have several fantastic new roles for,0
8,out\1345.json,NET Developer to join an ambitious Fintech start-up,0
9,out\1345.json,This is your chance to work with the sharpest minds in private wealth management and financial software development,0
10,out\1345.json,"Our client's latest product release has changed the way people view private wealth management and allowed them to provide their clients with an individualised, scalable asset management framework that is unrivalled in today's market place",0
11,out\1345.json,Our client is looking for passionate,1
12,out\1345.json,NET Developer with experience in,1
13,out\1345.json,"NET,",1
14,out\1345.json,NET Core / ASP,1
15,out\1345.json,"NET MVC, C# and SQL Server",1
16,out\1345.json,Our client will provide training in:,1
17,out\1345.json,"NET 7, JavaScript, React, Angular 14, Microservices, MongoDB, Vue",1
18,out\1345.json,"js, TypeScript, Azure, AWS, Web API 2, Entity Framework, Node",1
19,out\1345.json,"js, Elasticsearch, Agile, TDD, BDD, Scrum, Kanban and SQL Server 2022",1
20,out\1345.json,"This is your opportunity to be part of a new, technically challenging project and to be involved in the creation of a new application from scratch",0
21,out\1345.json,FinTech is booming and our client are fast becoming a leader of this market!,0
22,out\1345.json,All,0
23,out\1345.json,NET Developer positions come with the following benefits:,0
24,out\1345.json,Shares in the company,0
25,out\1345.json,Pension scheme (8%),0
26,out\1345.json,Bupa private healthcare,0
27,out\1345.json,3 hours 'free time' each week to investigate new technologies,0
28,out\1345.json,"An annual training allowance of £4,500",0
29,out\1345.json,27 days holiday (excluding Bank Holidays) plus your birthday off,0
30,out\1345.json,Flexible working hours,0
31,out\1345.json,Work from home,0
32,out\1345.json,Pizza and beer Fridays,0
33,out\1345.json,Access to free yoga classes which take place over lunch or after work in their fitness studio,0
34,out\1345.json,"Location: Manchester, UK / Remote Working",0
35,out\1345.json,"Salary: £60,000 - £80,000 + Bonus + Pension + Benefits",0
36,out\1345.json,Noir continues to be the leading Microsoft recruitment agency; we can help you make the right career decisions!,0
37,out\1345.json,NOIRUKNETREC NOIRUKREC,0
0,out\1349.json,We are seeking a highly skilled and motivated Full Stack Developer to join our dynamic team working in the fast moving data analytics and consulting sector,0
1,out\1349.json,"As a Full Stack / Lead Developer, you will be responsible for developing cutting-edge solutions to help revolutionize the way transport organisation monitor and analyse people movement",0
2,out\1349.json,Required Skills:,0
3,out\1349.json,Strong experience with JavaScript (Node,1
4,out\1349.json,"js, TypeScript), and",1
5,out\1349.json,NET Core,0
6,out\1349.json,"Proficient in working with cloud-based solutions such as AWS, Lambda, RDS, EC2, API Gateway, Glue, Athena, ECS, and DynamoDB",0
7,out\1349.json,Experience working with SQL Server and MySQL databases,0
8,out\1349.json,Strong awareness of Continuous Integration/Continuous Delivery practices,0
9,out\1349.json,AWS certification would be advantageous,0
10,out\1349.json,Familiarity with spatial data/GIS would be advantageous,0
11,out\1349.json,Responsibilities:,0
12,out\1349.json,"Collaborate with cross-functional teams to design, develop, and deploy innovative solutions",0
13,out\1349.json,"Build and maintain scalable, high-performing applications utilizing the latest technologies and frameworks",0
14,out\1349.json,Develop and maintain serverless applications using AWS Lambda,0
15,out\1349.json,Design and implement data models and schemas in SQL Server and MySQL databases,0
16,out\1349.json,Write efficient and maintainable code using best practices,0
17,out\1349.json,Perform code reviews and collaborate with other developers to ensure high-quality code,0
18,out\1349.json,Continuously integrate and deploy code changes to production,0
19,out\1349.json,Qualifications:,1
20,out\1349.json,"Bachelor's degree in computer science, software engineering, or related field",1
21,out\1349.json,At least 5 years of experience in Full Stack development,1
22,out\1349.json,Strong experience with JavaScript (Node,1
23,out\1349.json,"js, TypeScript), and",1
24,out\1349.json,NET Core,1
25,out\1349.json,Proven experience working with AWS services and SQL databases,1
26,out\1349.json,Experience with spatial data and GIS would be advantageous,1
27,out\1349.json,Familiarity with Continuous Integration/Continuous Delivery practices,1
28,out\1349.json,Excellent problem-solving and analytical skills,1
29,out\1349.json,Strong communication and interpersonal skills,1
30,out\1349.json,"We offer a competitive salary package, training and development opportunities, and the chance to work in a collaborative and innovative environment within highly dynamic data and analytics sector",0
